"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
2.887418792E0,-8.149364591E-1,-9.305521101E-2,2.540817261E-1,8.586840095E-1
2.897386792E0,-6.827598214E-1,2.607846260E-1,2.611542940E-1,7.761257374E-1
2.907353792E0,-4.717746973E-1,6.142630577E-1,2.921362221E-1,8.277886453E-1
2.917321792E0,-2.222407758E-1,9.815340638E-1,3.591996729E-1,1.068561877E0
2.927288792E0,5.299267918E-2,1.365500689E0,4.679018259E-1,1.444414232E0
2.937256792E0,3.017516434E-1,1.636309505E0,5.943766832E-1,1.766874781E0
2.947224792E0,4.772362113E-1,1.709522247E0,6.921293736E-1,1.905062672E0
2.957191792E0,5.955471396E-1,1.576534033E0,7.815583348E-1,1.857678493E0
2.967159792E0,6.869713664E-1,1.084380507E0,8.100212216E-1,1.517875200E0
2.977126792E0,8.713180423E-1,1.843909770E-1,7.562922239E-1,1.168406218E0
2.987094792E0,1.100840449E0,-8.618460894E-1,6.584427357E-1,1.545372192E0
2.997061792E0,1.313134551E0,-1.736477733E0,5.916037560E-1,2.256030201E0
3.007029792E0,1.417200923E0,-2.224433661E0,5.935978889E-1,2.703501807E0
3.016996792E0,1.436515331E0,-2.328201771E0,6.883696318E-1,2.820984320E0
3.026964792E0,1.434521675E0,-2.186419725E0,7.909176350E-1,2.732001896E0
3.036931792E0,1.470878363E0,-1.845781326E0,8.682973981E-1,2.514822505E0
3.046899792E0,1.577140808E0,-1.274357557E0,8.920726180E-1,2.215209667E0
3.056866792E0,1.648812413E0,-4.918622375E-1,7.994526625E-1,1.897270512E0
3.066834792E0,1.491285563E0,1.052356362E-1,6.981037855E-1,1.649956382E0
3.076801792E0,1.105379581E0,3.396987319E-1,6.963676810E-1,1.349884141E0
3.086769792E0,6.557986736E-1,3.478044868E-1,7.881611586E-1,1.082699346E0
3.096736792E0,2.977675200E-1,2.985011339E-1,8.887207508E-1,9.836630499E-1
3.106704792E0,1.709412634E-1,2.099274099E-1,9.625672698E-1,9.999130872E-1
3.116671792E0,4.949571490E-1,-5.276147649E-2,1.062205195E0,1.173049969E0
